name,fir_size,buffer_size,mac,result,max_error_e6,count,min_cycles,max_cycles,avg_cycles,min_nsec,max_nsec,avg_nsec,min_mac_per_cycle,max_mac_per_cycle,avg_mac_per_cycle,min_mac_per_nsec,max_mac_per_nsec,avg_mac_per_nsec
FIR.opt,16,128,2048,OK,0.834465e-6,63.000000,1826.000000,1910.000000,1854.000000,1217.000000,1273.000000,1236.000000,1.072251,1.121577,1.104639,1.608798,1.682827,1.656958
FIR.cmsis,16,128,2048,OK,0.715256e-6,63.000000,1938.000000,2051.000000,1965.000000,1292.000000,1367.000000,1310.000000,0.998537,1.056760,1.042239,1.498171,1.585139,1.563359
FIR.basic_cache_thrash,16,128,2048,OK,0.834465e-6,63.000000,5465.000000,7022.000000,5774.000000,3643.000000,4681.000000,3849.000000,0.291655,0.374748,0.354693,0.437513,0.562174,0.532086
FIR.opt_cache_thrash,16,128,2048,OK,0.834465e-6,63.000000,1881.000000,3632.000000,2579.000000,1254.000000,2421.000000,1719.000000,0.563877,1.088783,0.794106,0.845931,1.633174,1.191390
FIR.basic,32,8,256,OK,1.072884e-6,1023.000000,633.000000,58967.000000,720.000000,422.000000,39311.000000,480.000000,0.004341,0.404423,0.355556,0.006512,0.606635,0.533333
FIR.basic_restrict,32,8,256,OK,1.072884e-6,1023.000000,717.000000,773.000000,731.000000,478.000000,515.000000,487.000000,0.331177,0.357043,0.350205,0.497087,0.535565,0.525667
FIR.circular,32,8,256,OK,0.834465e-6,1023.000000,1965.000000,2133.000000,1967.000000,1310.000000,1422.000000,1311.000000,0.120019,0.130280,0.130147,0.180028,0.195420,0.195271
FIR.circular_restrict,32,8,256,OK,0.834465e-6,1023.000000,1965.000000,1994.000000,1970.000000,1310.000000,1329.000000,1313.000000,0.128385,0.130280,0.129949,0.192626,0.195420,0.194973
FIR.opt,32,8,256,OK,1.072884e-6,1023.000000,182.000000,266.000000,201.000000,121.000000,177.000000,134.000000,0.962406,1.406593,1.273632,1.446328,2.115702,1.910448
FIR.cmsis,32,8,256,OK,0.715256e-6,1023.000000,243.000000,354.000000,267.000000,162.000000,236.000000,178.000000,0.723164,1.053498,0.958802,1.084746,1.580247,1.438202
FIR.basic_cache_thrash,32,8,256,OK,1.072884e-6,1023.000000,633.000000,4301.000000,705.000000,422.000000,2867.000000,470.000000,0.059521,0.404423,0.363121,0.089292,0.606635,0.544681
FIR.opt_cache_thrash,32,8,256,OK,1.072884e-6,1023.000000,189.000000,57800.000000,324.000000,126.000000,38533.000000,216.000000,0.004429,1.354497,0.790123,0.006644,2.031746,1.185185
FIR.basic,32,16,512,OK,1.072884e-6,511.000000,1217.000000,1662.000000,1241.000000,811.000000,1108.000000,827.000000,0.308063,0.420707,0.412571,0.462094,0.631319,0.619105
FIR.basic_restrict,32,16,512,OK,1.072884e-6,511.000000,1382.000000,1439.000000,1407.000000,921.000000,959.000000,938.000000,0.355803,0.370478,0.363895,0.533889,0.555918,0.545842
FIR.circular,32,16,512,OK,0.834465e-6,511.000000,3884.000000,4023.000000,3912.000000,2589.000000,2682.000000,2608.000000,0.127268,0.131823,0.130879,0.190902,0.197760,0.196319
FIR.circular_restrict,32,16,512,OK,0.834465e-6,511.000000,3909.000000,3939.000000,3911.000000,2606.000000,2626.000000,2607.000000,0.129982,0.130980,0.130913,0.194973,0.196470,0.196394
FIR.opt,32,16,512,OK,1.072884e-6,511.000000,353.000000,437.000000,372.000000,235.000000,291.000000,248.000000,1.171625,1.450425,1.376344,1.759450,2.178723,2.064516
FIR.cmsis,32,16,512,OK,0.715256e-6,511.000000,494.000000,14328.000000,539.000000,329.000000,9552.000000,359.000000,0.035734,1.036437,0.949907,0.053601,1.556231,1.426184
FIR.basic_cache_thrash,32,16,512,OK,1.072884e-6,511.000000,1242.000000,4215.000000,1893.000000,828.000000,2810.000000,1262.000000,0.121471,0.412238,0.270470,0.182206,0.618357,0.405705
FIR.opt_cache_thrash,32,16,512,OK,1.072884e-6,511.000000,383.000000,4548.000000,1131.000000,255.000000,3032.000000,754.000000,0.112577,1.336815,0.452697,0.168865,2.007843,0.679045
FIR.basic,32,32,1024,OK,1.072884e-6,255.000000,2384.000000,2634.000000,2415.000000,1589.000000,1756.000000,1610.000000,0.388762,0.429530,0.424017,0.583144,0.644430,0.636025
FIR.basic_restrict,32,32,1024,OK,1.072884e-6,255.000000,2715.000000,2826.000000,2747.000000,1810.000000,1884.000000,1831.000000,0.362350,0.377164,0.372770,0.543524,0.565746,0.559257
FIR.circular,32,32,1024,OK,0.834465e-6,255.000000,7773.000000,22689.000000,7860.000000,5182.000000,15126.000000,5240.000000,0.045132,0.131738,0.130280,0.067698,0.197607,0.195420
FIR.circular_restrict,32,32,1024,OK,0.834465e-6,255.000000,7772.000000,21023.000000,7853.000000,5181.000000,14015.000000,5235.000000,0.048709,0.131755,0.130396,0.073065,0.197645,0.195606
FIR.opt,32,32,1024,OK,1.072884e-6,255.000000,689.000000,773.000000,710.000000,459.000000,515.000000,473.000000,1.324709,1.486212,1.442253,1.988350,2.230937,2.164905
FIR.cmsis,32,32,1024,OK,0.715256e-6,255.000000,911.000000,1050.000000,942.000000,607.000000,700.000000,628.000000,0.975238,1.124040,1.087049,1.462857,1.686985,1.630573
FIR.basic_cache_thrash,32,32,1024,OK,1.072884e-6,255.000000,2411.000000,6023.000000,2936.000000,1607.000000,4015.000000,1957.000000,0.170015,0.424720,0.348774,0.255044,0.637212,0.523250
FIR.opt_cache_thrash,32,32,1024,OK,1.072884e-6,255.000000,680.000000,5097.000000,1595.000000,453.000000,3398.000000,1063.000000,0.200902,1.505882,0.642006,0.301354,2.260486,0.963311
FIR.basic,32,64,2048,OK,1.072884e-6,127.000000,4689.000000,5273.000000,4767.000000,3126.000000,3515.000000,3178.000000,0.388394,0.436767,0.429620,0.582646,0.655150,0.644430
FIR.basic_restrict,32,64,2048,OK,1.072884e-6,127.000000,5409.000000,5466.000000,5418.000000,3606.000000,3644.000000,3612.000000,0.374680,0.378628,0.377999,0.562020,0.567942,0.566999
FIR.circular,32,64,2048,OK,0.834465e-6,127.000000,15549.000000,15635.000000,15576.000000,10366.000000,10423.000000,10384.000000,0.130988,0.131713,0.131484,0.196489,0.197569,0.197227
FIR.circular_restrict,32,64,2048,OK,0.834465e-6,127.000000,15546.000000,47601.000000,15827.000000,10364.000000,31734.000000,10551.000000,0.043024,0.131738,0.129399,0.064536,0.197607,0.194105
FIR.opt,32,64,2048,OK,1.072884e-6,127.000000,1328.000000,1440.000000,1347.000000,885.000000,960.000000,898.000000,1.422222,1.542169,1.520416,2.133333,2.314124,2.280624
FIR.cmsis,32,64,2048,OK,0.715256e-6,127.000000,1826.000000,1938.000000,1848.000000,1217.000000,1292.000000,1232.000000,1.056760,1.121577,1.108225,1.585139,1.682827,1.662338
FIR.basic_cache_thrash,32,64,2048,OK,1.072884e-6,127.000000,4745.000000,6522.000000,5361.000000,3163.000000,4348.000000,3574.000000,0.314014,0.431612,0.382018,0.471021,0.647487,0.573027
FIR.opt_cache_thrash,32,64,2048,OK,1.072884e-6,127.000000,1382.000000,4605.000000,2309.000000,921.000000,3070.000000,1539.000000,0.444734,1.481910,0.886964,0.667101,2.223670,1.330734
FIR.basic,32,128,4096,OK,1.072884e-6,63.000000,9300.000000,9635.000000,9396.000000,6200.000000,6423.000000,6264.000000,0.425117,0.440430,0.435930,0.637708,0.660645,0.653895
FIR.basic_restrict,32,128,4096,OK,1.072884e-6,63.000000,10745.000000,10857.000000,10775.000000,7163.000000,7238.000000,7183.000000,0.377268,0.381201,0.380139,0.565902,0.571827,0.570235
FIR.circular,32,128,4096,OK,0.834465e-6,63.000000,31101.000000,31157.000000,31121.000000,20734.000000,20771.000000,20747.000000,0.131463,0.131700,0.131615,0.197198,0.197550,0.197426
FIR.circular_restrict,32,128,4096,OK,0.834465e-6,63.000000,31106.000000,44994.000000,31352.000000,20737.000000,29996.000000,20901.000000,0.091034,0.131679,0.130646,0.136552,0.197521,0.195971
FIR.opt,32,128,4096,OK,1.072884e-6,63.000000,2630.000000,2715.000000,2658.000000,1753.000000,1810.000000,1772.000000,1.508656,1.557414,1.541008,2.262983,2.336566,2.311512
FIR.cmsis,32,128,4096,OK,0.715256e-6,63.000000,3602.000000,3714.000000,3627.000000,2401.000000,2476.000000,2418.000000,1.102854,1.137146,1.129308,1.654281,1.705956,1.693962
FIR.basic_cache_thrash,32,128,4096,OK,1.072884e-6,63.000000,9353.000000,11714.000000,9773.000000,6235.000000,7809.000000,6515.000000,0.349667,0.437934,0.419114,0.524523,0.656937,0.628703
FIR.opt_cache_thrash,32,128,4096,OK,1.072884e-6,63.000000,2717.000000,4607.000000,3231.000000,1811.000000,3071.000000,2154.000000,0.889082,1.507545,1.267719,1.333768,2.261734,1.901578
FIR.basic,64,8,512,OK,1.072884e-6,1023.000000,1131.000000,1355.000000,1155.000000,754.000000,903.000000,770.000000,0.377860,0.452697,0.443290,0.566999,0.679045,0.664935
FIR.basic_restrict,64,8,512,OK,1.072884e-6,1023.000000,1272.000000,1356.000000,1292.000000,848.000000,904.000000,861.000000,0.377581,0.402516,0.396285,0.566372,0.603774,0.594657
FIR.circular,64,8,512,OK,0.834465e-6,1023.000000,4106.000000,18134.000000,4127.000000,2737.000000,12089.000000,2751.000000,0.028234,0.124696,0.124061,0.042353,0.187066,0.186114
FIR.circular_restrict,64,8,512,OK,0.834465e-6,1023.000000,4106.000000,4161.000000,4115.000000,2737.000000,2774.000000,2743.000000,0.123047,0.124696,0.124423,0.184571,0.187066,0.186657
FIR.opt,64,8,512,OK,1.072884e-6,1023.000000,300.000000,411.000000,329.000000,200.000000,274.000000,219.000000,1.245742,1.706667,1.556231,1.868613,2.560000,2.337899
FIR.cmsis,64,8,512,OK,0.834465e-6,1023.000000,492.000000,605.000000,500.000000,328.000000,403.000000,333.000000,0.846281,1.040650,1.024000,1.270471,1.560976,1.537538
FIR.basic_cache_thrash,64,8,512,OK,1.072884e-6,1023.000000,1133.000000,6105.000000,1232.000000,755.000000,4070.000000,821.000000,0.083866,0.451898,0.415584,0.125799,0.678146,0.623630
FIR.opt_cache_thrash,64,8,512,OK,1.072884e-6,1023.000000,318.000000,3986.000000,410.000000,212.000000,2657.000000,273.000000,0.128450,1.610063,1.248780,0.192699,2.415094,1.875458
FIR.basic,64,16,1024,OK,1.072884e-6,511.000000,2216.000000,2439.000000,2226.000000,1477.000000,1626.000000,1484.000000,0.419844,0.462094,0.460018,0.629766,0.693297,0.690027
FIR.basic_restrict,64,16,1024,OK,1.072884e-6,511.000000,2495.000000,2552.000000,2513.000000,1663.000000,1701.000000,1675.000000,0.401254,0.410421,0.407481,0.601999,0.615755,0.611343
FIR.circular,64,16,1024,OK,0.834465e-6,511.000000,8214.000000,8244.000000,8217.000000,5476.000000,5496.000000,5478.000000,0.124212,0.124665,0.124620,0.186317,0.186998,0.186930
FIR.circular_restrict,64,16,1024,OK,0.834465e-6,511.000000,8214.000000,19716.000000,8240.000000,5476.000000,13144.000000,5493.000000,0.051938,0.124665,0.124272,0.077906,0.186998,0.186419
FIR.opt,64,16,1024,OK,1.072884e-6,511.000000,602.000000,743.000000,618.000000,401.000000,495.000000,412.000000,1.378196,1.700997,1.656958,2.068687,2.553616,2.485437
FIR.cmsis,64,16,1024,OK,0.834465e-6,511.000000,939.000000,1023.000000,957.000000,626.000000,682.000000,638.000000,1.000978,1.090522,1.070010,1.501466,1.635783,1.605016
FIR.basic_cache_thrash,64,16,1024,OK,1.072884e-6,511.000000,2216.000000,5105.000000,2825.000000,1477.000000,3403.000000,1883.000000,0.200588,0.462094,0.362478,0.300911,0.693297,0.543813
FIR.opt_cache_thrash,64,16,1024,OK,1.072884e-6,511.000000,603.000000,4827.000000,1368.000000,402.000000,3218.000000,912.000000,0.212140,1.698176,0.748538,0.318210,2.547264,1.122807
FIR.basic,64,32,2048,OK,1.072884e-6,255.000000,4326.000000,4577.000000,4355.000000,2884.000000,3051.000000,2903.000000,0.447455,0.473417,0.470264,0.671255,0.710125,0.705477
FIR.basic_restrict,64,32,2048,OK,1.072884e-6,255.000000,4937.000000,4994.000000,4949.000000,3291.000000,3329.000000,3299.000000,0.410092,0.414827,0.413821,0.615200,0.622303,0.620794
FIR.circular,64,32,2048,OK,0.834465e-6,255.000000,16409.000000,28020.000000,16470.000000,10939.000000,18680.000000,10980.000000,0.073091,0.124810,0.124347,0.109636,0.187220,0.186521
FIR.circular_restrict,64,32,2048,OK,0.834465e-6,255.000000,16410.000000,29745.000000,16479.000000,10940.000000,19830.000000,10986.000000,0.068852,0.124802,0.124279,0.103278,0.187203,0.186419
FIR.opt,64,32,2048,OK,1.072884e-6,255.000000,1130.000000,1215.000000,1148.000000,753.000000,810.000000,765.000000,1.685597,1.812389,1.783972,2.528395,2.719788,2.677124
FIR.cmsis,64,32,2048,OK,0.834465e-6,255.000000,1827.000000,1911.000000,1845.000000,1218.000000,1274.000000,1230.000000,1.071690,1.120963,1.110027,1.607535,1.681445,1.665041
FIR.basic_cache_thrash,64,32,2048,OK,1.072884e-6,255.000000,4355.000000,58856.000000,5223.000000,2903.000000,39237.000000,3482.000000,0.034797,0.470264,0.392112,0.052196,0.705477,0.588168
FIR.opt_cache_thrash,64,32,2048,OK,1.072884e-6,255.000000,1161.000000,80106.000000,2336.000000,774.000000,53404.000000,1557.000000,0.025566,1.763997,0.876712,0.038349,2.645995,1.315350
FIR.basic,64,64,4096,OK,1.072884e-6,127.000000,8570.000000,8876.000000,8619.000000,5713.000000,5917.000000,5746.000000,0.461469,0.477946,0.475229,0.692243,0.716961,0.712844
FIR.basic_restrict,64,64,4096,OK,1.072884e-6,127.000000,9797.000000,25409.000000,9941.000000,6531.000000,16939.000000,6627.000000,0.161203,0.418087,0.412031,0.241809,0.627163,0.618078
FIR.circular,64,64,4096,OK,0.834465e-6,127.000000,32825.000000,45879.000000,32943.000000,21883.000000,30586.000000,21962.000000,0.089278,0.124783,0.124336,0.133917,0.187177,0.186504
FIR.circular_restrict,64,64,4096,OK,0.834465e-6,127.000000,32828.000000,46050.000000,32948.000000,21885.000000,30700.000000,21965.000000,0.088947,0.124772,0.124317,0.133420,0.187160,0.186478
FIR.opt,64,64,4096,OK,1.072884e-6,127.000000,2216.000000,2300.000000,2229.000000,1477.000000,1533.000000,1486.000000,1.780870,1.848375,1.837595,2.671885,2.773189,2.756393
FIR.cmsis,64,64,4096,OK,0.834465e-6,127.000000,3578.000000,3689.000000,3612.000000,2385.000000,2459.000000,2408.000000,1.110328,1.144774,1.133998,1.665718,1.717400,1.700997
FIR.basic_cache_thrash,64,64,4096,OK,1.072884e-6,127.000000,8604.000000,10022.000000,9159.000000,5736.000000,6681.000000,6106.000000,0.408701,0.476058,0.447210,0.613082,0.714086,0.670816
FIR.opt_cache_thrash,64,64,4096,OK,1.072884e-6,127.000000,2265.000000,3960.000000,3074.000000,1510.000000,2640.000000,2049.000000,1.034343,1.808388,1.332466,1.551515,2.712583,1.999024
FIR.basic,64,128,8192,OK,1.072884e-6,63.000000,17070.000000,17321.000000,17130.000000,11380.000000,11547.000000,11420.000000,0.472952,0.479906,0.478225,0.709448,0.719859,0.717338
FIR.basic_restrict,64,128,8192,OK,1.072884e-6,63.000000,19548.000000,19632.000000,19575.000000,13032.000000,13088.000000,13050.000000,0.417278,0.419071,0.418493,0.625917,0.628606,0.627739
FIR.circular,64,128,8192,OK,0.834465e-6,63.000000,65660.000000,78327.000000,65874.000000,43773.000000,52218.000000,43916.000000,0.104587,0.124764,0.124359,0.156881,0.187147,0.186538
FIR.circular_restrict,64,128,8192,OK,0.834465e-6,63.000000,65660.000000,78245.000000,65874.000000,43773.000000,52163.000000,43916.000000,0.104697,0.124764,0.124359,0.157046,0.187147,0.186538
FIR.opt,64,128,8192,OK,1.072884e-6,63.000000,4352.000000,4437.000000,4370.000000,2901.000000,2958.000000,2913.000000,1.846292,1.882353,1.874600,2.769439,2.823854,2.812221
FIR.cmsis,64,128,8192,OK,0.834465e-6,63.000000,7074.000000,7242.000000,7115.000000,4716.000000,4828.000000,4743.000000,1.131179,1.158044,1.151370,1.696769,1.737065,1.727177
FIR.basic_cache_thrash,64,128,8192,OK,1.072884e-6,63.000000,17132.000000,19104.000000,17516.000000,11421.000000,12736.000000,11677.000000,0.428811,0.478170,0.467687,0.643216,0.717275,0.701550
FIR.opt_cache_thrash,64,128,8192,OK,1.072884e-6,63.000000,4409.000000,6327.000000,5246.000000,2939.000000,4218.000000,3497.000000,1.294768,1.858018,1.561571,1.942153,2.787343,2.342579
FIR.basic,128,8,1024,OK,1.192093e-6,1023.000000,2244.000000,59384.000000,2321.000000,1496.000000,39589.000000,1547.000000,0.017244,0.456328,0.441189,0.025866,0.684492,0.661926
FIR.basic_restrict,128,8,1024,OK,1.192093e-6,1023.000000,2547.000000,2991.000000,2570.000000,1698.000000,1994.000000,1713.000000,0.342360,0.402042,0.398444,0.513541,0.603062,0.597782
FIR.circular,128,8,1024,OK,1.072884e-6,1023.000000,8189.000000,21105.000000,8223.000000,5459.000000,14070.000000,5482.000000,0.048519,0.125046,0.124529,0.072779,0.187580,0.186793
FIR.circular_restrict,128,8,1024,OK,1.072884e-6,1023.000000,8186.000000,20825.000000,8231.000000,5457.000000,13883.000000,5487.000000,0.049172,0.125092,0.124408,0.073759,0.187649,0.186623
FIR.opt,128,8,1024,OK,1.192093e-6,1023.000000,575.000000,686.000000,591.000000,383.000000,457.000000,394.000000,1.492711,1.780870,1.732656,2.240700,2.673629,2.598985
FIR.cmsis,128,8,1024,OK,1.072884e-6,1023.000000,936.000000,1074.000000,974.000000,624.000000,716.000000,649.000000,0.953445,1.094017,1.051335,1.430168,1.641026,1.577812
FIR.basic_cache_thrash,128,8,1024,OK,1.192093e-6,1023.000000,2246.000000,6467.000000,2348.000000,1497.000000,4311.000000,1565.000000,0.158342,0.455922,0.436116,0.237532,0.684035,0.654313
FIR.opt_cache_thrash,128,8,1024,OK,1.192093e-6,1023.000000,549.000000,3965.000000,660.000000,366.000000,2643.000000,440.000000,0.258260,1.865209,1.551515,0.387439,2.797814,2.327273
FIR.basic,128,16,2048,OK,1.192093e-6,511.000000,4437.000000,4661.000000,4464.000000,2958.000000,3107.000000,2976.000000,0.439391,0.461573,0.458781,0.659157,0.692360,0.688172
FIR.basic_restrict,128,16,2048,OK,1.192093e-6,511.000000,5078.000000,22272.000000,5138.000000,3385.000000,14848.000000,3425.000000,0.091954,0.403308,0.398599,0.137931,0.605022,0.597956
FIR.circular,128,16,2048,OK,1.072884e-6,511.000000,16382.000000,29909.000000,16457.000000,10921.000000,19939.000000,10971.000000,0.068474,0.125015,0.124446,0.102713,0.187529,0.186674
FIR.circular_restrict,128,16,2048,OK,1.072884e-6,511.000000,16383.000000,29216.000000,16457.000000,10922.000000,19477.000000,10971.000000,0.070099,0.125008,0.124446,0.105150,0.187511,0.186674
FIR.opt,128,16,2048,OK,1.192093e-6,511.000000,1049.000000,1160.000000,1082.000000,699.000000,773.000000,721.000000,1.765517,1.952336,1.892791,2.649418,2.929900,2.840499
FIR.cmsis,128,16,2048,OK,1.072884e-6,511.000000,1853.000000,1937.000000,1881.000000,1235.000000,1291.000000,1254.000000,1.057305,1.105235,1.088783,1.586367,1.658300,1.633174
FIR.basic_cache_thrash,128,16,2048,OK,1.192093e-6,511.000000,4439.000000,7967.000000,5057.000000,2959.000000,5311.000000,3371.000000,0.257060,0.461365,0.404983,0.385615,0.692126,0.607535
FIR.opt_cache_thrash,128,16,2048,OK,1.192093e-6,511.000000,1049.000000,76131.000000,2105.000000,699.000000,50754.000000,1403.000000,0.026901,1.952336,0.972922,0.040351,2.929900,1.459729
FIR.basic,128,32,4096,OK,1.192093e-6,255.000000,8828.000000,9051.000000,8846.000000,5885.000000,6034.000000,5897.000000,0.452547,0.463978,0.463034,0.678820,0.696007,0.694590
FIR.basic_restrict,128,32,4096,OK,1.192093e-6,255.000000,10131.000000,10215.000000,10149.000000,6754.000000,6810.000000,6766.000000,0.400979,0.404304,0.403587,0.601468,0.606455,0.605380
FIR.circular,128,32,4096,OK,1.072884e-6,255.000000,32799.000000,44439.000000,32856.000000,21866.000000,29626.000000,21904.000000,0.092171,0.124882,0.124665,0.138257,0.187323,0.186998
FIR.circular_restrict,128,32,4096,OK,1.072884e-6,255.000000,32796.000000,43991.000000,32852.000000,21864.000000,29327.000000,21901.000000,0.093110,0.124893,0.124680,0.139667,0.187340,0.187023
FIR.opt,128,32,4096,OK,1.192093e-6,255.000000,2021.000000,2105.000000,2054.000000,1347.000000,1403.000000,1369.000000,1.945843,2.026719,1.994158,2.919458,3.040832,2.991965
FIR.cmsis,128,32,4096,OK,1.072884e-6,255.000000,3603.000000,3716.000000,3630.000000,2402.000000,2477.000000,2420.000000,1.102260,1.136830,1.128375,1.653613,1.705246,1.692562
FIR.basic_cache_thrash,128,32,4096,OK,1.192093e-6,255.000000,8828.000000,12467.000000,9516.000000,5885.000000,8311.000000,6344.000000,0.328547,0.463978,0.430433,0.492841,0.696007,0.645649
FIR.opt_cache_thrash,128,32,4096,OK,1.192093e-6,255.000000,2040.000000,4625.000000,2894.000000,1360.000000,3083.000000,1929.000000,0.885622,2.007843,1.415342,1.328576,3.011765,2.123380
FIR.basic,128,64,8192,OK,1.192093e-6,127.000000,17493.000000,89381.000000,18149.000000,11662.000000,59587.000000,12099.000000,0.091653,0.468302,0.451375,0.137480,0.702452,0.677081
FIR.basic_restrict,128,64,8192,OK,1.192093e-6,127.000000,20132.000000,34991.000000,20288.000000,13421.000000,23327.000000,13525.000000,0.234117,0.406914,0.403785,0.351181,0.610387,0.605693
FIR.circular,128,64,8192,OK,1.072884e-6,127.000000,65603.000000,69427136.000000,611873.000000,43735.000000,46284760.000000,407915.000000,0.000118,0.124872,0.013388,0.000177,0.187310,0.020083
FIR.circular_restrict,128,64,8192,OK,1.072884e-6,127.000000,65601.000000,77186.000000,65696.000000,43734.000000,51457.000000,43797.000000,0.106133,0.124876,0.124696,0.159201,0.187314,0.187045
FIR.opt,128,64,8192,OK,1.192093e-6,127.000000,3935.000000,4019.000000,3947.000000,2623.000000,2679.000000,2631.000000,2.038318,2.081830,2.075500,3.057858,3.123142,3.113645
FIR.cmsis,128,64,8192,OK,1.072884e-6,127.000000,7103.000000,7215.000000,7134.000000,4735.000000,4810.000000,4756.000000,1.135412,1.153316,1.148304,1.703119,1.730095,1.722456
FIR.basic_cache_thrash,128,64,8192,OK,1.192093e-6,127.000000,17408.000000,19019.000000,17982.000000,11605.000000,12679.000000,11988.000000,0.430727,0.470588,0.455567,0.646108,0.705903,0.683350
FIR.opt_cache_thrash,128,64,8192,OK,1.192093e-6,127.000000,3992.000000,8159.000000,4847.000000,2661.000000,5439.000000,3231.000000,1.004045,2.052104,1.690118,1.506159,3.078542,2.535438
FIR.basic,128,128,16384,OK,1.192093e-6,63.000000,34658.000000,77546.000000,35379.000000,23105.000000,51697.000000,23586.000000,0.211281,0.472734,0.463100,0.316924,0.709111,0.694649
FIR.basic_restrict,128,128,16384,OK,1.192093e-6,63.000000,40214.000000,40325.000000,40251.000000,26809.000000,26883.000000,26834.000000,0.406299,0.407420,0.407046,0.609456,0.611138,0.610569
FIR.circular,128,128,16384,OK,1.072884e-6,63.000000,131184.000000,142406.000000,131385.000000,87456.000000,94937.000000,87590.000000,0.115051,0.124893,0.124702,0.172578,0.187340,0.187053
FIR.circular_restrict,128,128,16384,OK,1.072884e-6,63.000000,131184.000000,142574.000000,131388.000000,87456.000000,95049.000000,87592.000000,0.114916,0.124893,0.124699,0.172374,0.187340,0.187049
FIR.opt,128,128,16384,OK,1.192093e-6,63.000000,7796.000000,7880.000000,7814.000000,5197.000000,5253.000000,5209.000000,2.079188,2.101591,2.096749,3.118980,3.152588,3.145325
FIR.cmsis,128,128,16384,OK,1.072884e-6,63.000000,14102.000000,14270.000000,14141.000000,9401.000000,9513.000000,9427.000000,1.148143,1.161821,1.158617,1.722275,1.742793,1.737987
FIR.basic_cache_thrash,128,128,16384,OK,1.192093e-6,63.000000,34713.000000,36825.000000,35183.000000,23142.000000,24550.000000,23455.000000,0.444915,0.471985,0.465679,0.667373,0.707977,0.698529
FIR.opt_cache_thrash,128,128,16384,OK,1.192093e-6,63.000000,7880.000000,9630.000000,8423.000000,5253.000000,6420.000000,5615.000000,1.701350,2.079188,1.945150,2.552025,3.118980,2.917898
FIR.basic,256,8,2048,OK,1.430511e-6,1023.000000,4185.000000,4437.000000,4226.000000,2790.000000,2958.000000,2817.000000,0.461573,0.489367,0.484619,0.692360,0.734050,0.727015
FIR.basic_restrict,256,8,2048,OK,1.430511e-6,1023.000000,4769.000000,20381.000000,4838.000000,3179.000000,13587.000000,3225.000000,0.100486,0.429440,0.423315,0.150732,0.644228,0.635039
FIR.circular,256,8,2048,OK,0.953674e-6,1023.000000,16380.000000,29658.000000,16434.000000,10920.000000,19772.000000,10956.000000,0.069054,0.125031,0.124620,0.103581,0.187546,0.186930
FIR.circular_restrict,256,8,2048,OK,0.953674e-6,1023.000000,16380.000000,27770.000000,16433.000000,10920.000000,18513.000000,10955.000000,0.073749,0.125031,0.124627,0.110625,0.187546,0.186947
FIR.opt,256,8,2048,OK,1.430511e-6,1023.000000,1047.000000,1131.000000,1077.000000,698.000000,754.000000,718.000000,1.810787,1.956065,1.901578,2.716180,2.934098,2.852368
FIR.cmsis,256,8,2048,OK,0.953674e-6,1023.000000,1935.000000,2048.000000,1964.000000,1290.000000,1365.000000,1309.000000,1.000000,1.058398,1.042770,1.500366,1.587597,1.564553
FIR.basic_cache_thrash,256,8,2048,OK,1.430511e-6,1023.000000,4212.000000,60600.000000,4368.000000,2808.000000,40400.000000,2912.000000,0.033795,0.486230,0.468864,0.050693,0.729345,0.703297
FIR.opt_cache_thrash,256,8,2048,OK,1.430511e-6,1023.000000,1047.000000,5076.000000,1176.000000,698.000000,3384.000000,784.000000,0.403467,1.956065,1.741497,0.605201,2.934098,2.612245
FIR.basic,256,16,4096,OK,1.430511e-6,511.000000,8270.000000,20268.000000,8319.000000,5513.000000,13512.000000,5546.000000,0.202092,0.495284,0.492367,0.303138,0.742971,0.738550
FIR.basic_restrict,256,16,4096,OK,1.430511e-6,511.000000,9435.000000,25047.000000,9491.000000,6290.000000,16698.000000,6327.000000,0.163533,0.434128,0.431567,0.245299,0.651192,0.647384
FIR.circular,256,16,4096,OK,0.953674e-6,511.000000,32769.000000,43602.000000,32834.000000,21846.000000,29068.000000,21889.000000,0.093941,0.124996,0.124749,0.140911,0.187494,0.187126
FIR.circular_restrict,256,16,4096,OK,0.953674e-6,511.000000,32769.000000,44547.000000,32858.000000,21846.000000,29698.000000,21905.000000,0.091948,0.124996,0.124658,0.137922,0.187494,0.186989
FIR.opt,256,16,4096,OK,1.430511e-6,511.000000,1991.000000,2076.000000,2010.000000,1327.000000,1384.000000,1340.000000,1.973025,2.057258,2.037811,2.959538,3.086662,3.056716
FIR.cmsis,256,16,4096,OK,0.953674e-6,511.000000,3741.000000,3798.000000,3756.000000,2494.000000,2532.000000,2504.000000,1.078462,1.094894,1.090522,1.617694,1.642342,1.635783
FIR.basic_cache_thrash,256,16,4096,OK,1.430511e-6,511.000000,8270.000000,11603.000000,8975.000000,5513.000000,7735.000000,5983.000000,0.353012,0.495284,0.456379,0.529541,0.742971,0.684606
FIR.opt_cache_thrash,256,16,4096,OK,1.430511e-6,511.000000,2019.000000,59991.000000,2988.000000,1346.000000,39994.000000,1992.000000,0.068277,2.028727,1.370817,0.102415,3.043091,2.056225
FIR.basic,256,32,8192,OK,1.430511e-6,255.000000,16380.000000,16631.000000,16409.000000,10920.000000,11087.000000,10939.000000,0.492574,0.500122,0.499238,0.738883,0.750183,0.748880
